year,month,product_category,base_price,discount_percent,discount_expense,final_price,marketing_spend,website_traffic,conversion_rate,customer_rating,competitor_price_index,logistics_cost,return_rate,festival_season,inventory_level,units_sold,revenue,revenue_growth_percent
2022,12,Electronics,801.08,55.68,446.04,355.04,330459.56,18401,7.65,4.45,1.19,103.63,17.32,0,2134,1252,444508.4,15.11
2022,12,Home,42292.23,24.17,10222.03,32070.2,71477,150671,4,4.29,0.82,30.76,3.13,0,3504,5171,165834993.9,12.08
2022,12,Grocery,7325.45,17.76,1301,6024.45,448438.16,121824,3.46,2.52,0.84,154.18,15.65,0,1403,2124,12795931.97,10.36
2022,12,Beauty,4571.09,25.79,1178.88,3392.21,48227.05,107210,5.83,4.64,1.15,143.2,23.72,0,2589,5800,19674794.16,7.92
2022,12,Home,31413.83,45.38,14255.6,17158.23,405419.02,119069,0.61,2.81,0.91,379.71,14.86,0,1835,408,7000559.45,18.05
2022,12,Electronics,18554.41,13.87,2573.5,15980.91,249131.78,125826,7.13,4.02,1.02,328.74,19.72,0,2224,7213,115270327.9,7.06
2022,12,Electronics,26189.85,4.66,1220.45,24969.4,306118.1,22629,7.61,2.56,0.89,363.7,4.38,0,4652,881,21998044.03,8.97
2022,12,Grocery,16941.03,23.45,3972.67,12968.36,245571.71,150200,6.99,2.78,1.15,68.4,3.76,0,299,5837,75696308.36,11.36
2022,12,Home,27151.17,36.09,9798.86,17352.31,327034.52,107615,7.45,2.95,1.06,31.56,19.75,0,1424,4730,82076439.29,9
2022,12,Home,23136.19,9.38,2170.17,20966.02,402099.55,31237,3.21,4.79,0.93,472.34,11.97,0,3329,960,20127374.76,20.77
2022,12,Electronics,23496.56,8.57,2013.66,21482.9,347536.3,151990,6.03,3.63,0.99,51.25,12.5,0,4620,6653,142925765.7,6.18
2022,12,Fashion,36333.3,29,10536.66,25796.64,399811.68,188432,4.96,3.56,0.9,132.62,9.38,0,774,6654,171650862.5,7.29
2022,12,Fashion,40696.47,17.76,7227.69,33468.78,414921.97,47873,6.95,2.64,0.97,224.03,16.52,0,3593,1756,58771172.29,9.02
2022,12,Fashion,27930.85,11.21,3131.05,24799.8,185362.31,13366,6.39,4.34,0.98,310.13,2.75,1,1446,926,22964616.39,14.74
2022,12,Fashion,41371.04,31.86,13180.81,28190.23,403344.85,1254,0.97,4.18,1.09,218.22,3.38,0,4551,10,281902.27,17.08
2022,12,Beauty,38742.02,27.07,10487.46,28254.56,108976.2,112302,6.96,4.24,0.88,413.01,3.23,0,3112,6628,187271191.8,8.89
2022,12,Home,10190.7,55.02,5606.92,4583.78,75931.52,194209,3.43,3.42,1.18,484.01,14.71,1,4978,5695,26104609.22,12.62
2022,12,Grocery,26693.02,56.15,14988.13,11704.89,312832.16,90294,2.56,3.06,1.06,296.91,19.21,1,1968,1768,20694244.23,21.47
2022,12,Home,46652.4,22.31,10408.15,36244.25,23768.89,67376,4.5,4.5,1.06,330.4,21.48,0,2752,2728,98874312.8,5.34
2023,1,Home,7995.15,0.9,71.96,7923.19,330027.86,173777,2.26,2.63,1.1,265.36,17.29,0,2824,2065,16361394.89,1.67
2023,1,Home,31032.25,14.7,4561.74,26470.51,203294.71,83159,3.73,3.78,1.11,43.82,6.81,0,541,2344,62046873.68,6.24
2023,1,Home,2169.96,5.51,119.56,2050.4,182391.98,92856,0.64,4.98,1.15,435.12,5.34,1,2644,739,1515242.06,12.69
2023,1,Fashion,30163.99,58.56,17664.03,12499.96,463475.98,26649,7.54,4.86,0.87,355.29,22.86,0,2704,1953,24412416.91,16.2
2023,1,Grocery,23641.16,17.6,4160.84,19480.32,8033.68,115496,6,4.77,1.06,355.9,24.93,0,2369,6610,128764887.7,5.27
2023,1,Fashion,12219.22,0.42,51.32,12167.9,424288.22,143675,4.04,4.47,0.82,457.28,24.15,1,4098,6486,78920994.7,16.54
2023,1,Beauty,24768.41,9.13,2261.36,22507.05,6737.87,144842,7.93,3.5,1.13,167.97,22.5,1,818,10050,226195894.4,9.77
2023,1,Home,31942.75,26.53,8474.41,23468.34,328512.56,99453,7.98,3.45,1.09,282.92,2.45,0,1641,5476,128512621.2,10.04
2023,1,Electronics,47299.67,1.91,903.42,46396.25,476758.06,158182,5.65,3.35,0.97,291.39,19.38,1,684,7484,347229507.3,15.68
2023,1,Fashion,31535.12,28.46,8974.9,22560.22,274027.28,164555,5.22,4.94,0.85,444.19,13.56,0,259,8486,191446068.1,14.47
2023,1,Fashion,7543.21,54.38,4102,3441.21,20946.6,19070,7.18,2.55,1.12,215.37,22.84,0,766,698,2401966.26,9.35
2023,1,Electronics,34592.64,16.72,5783.89,28808.75,331123.18,159721,0.6,2.51,1.18,318.2,20.77,1,394,601,17314059.11,12.51
2023,1,Home,49775.08,33.36,16604.97,33170.11,473140.29,39079,1.37,4.81,1.19,186.99,11.62,0,4568,515,17082608.36,13.2
2023,1,Fashion,33434.09,21.84,7302.01,26132.08,332413.22,67224,5.06,2.74,0.82,333.07,15.03,0,3448,1864,48710205.96,7.42
2023,1,Fashion,43574.19,42.28,18423.17,25151.02,448527.68,180795,6.4,4.4,1.03,47.89,8.58,0,963,10182,256087710.8,10.95
2023,1,Fashion,41924.5,14.6,6120.98,35803.52,398204.4,143145,4.29,4.73,0.97,48.03,15.56,1,2785,7261,259969380.5,11.44
2023,1,Grocery,4568.34,24.47,1117.87,3450.47,243432.75,91888,3.23,3.6,1.11,418.77,3.62,0,1537,2136,7370197.94,10.2
2023,1,Grocery,26007.27,12.15,3159.88,22847.39,350084.21,99053,6.41,4.95,1.15,353.86,23.51,0,2651,6285,143595825.4,10.14
2023,1,Beauty,19475.09,32.63,6354.72,13120.37,176256.38,129383,1.62,4.82,1.1,314.94,2.59,1,3971,2525,33128929.54,16.98
2023,1,Home,47031.77,45.01,21169,25862.77,281184.63,23098,3.99,3.97,1.05,400.82,4.58,1,2447,914,23638572.08,17.1
2023,1,Home,36069.34,31.98,11534.97,24534.37,41221.67,46765,6.95,4.79,1.09,291.78,5.07,0,2390,3113,76375478.46,9.22
2023,1,Beauty,34136.74,33.79,11534.8,22601.94,353887.96,178695,1.65,4.59,0.92,224.56,23.87,0,899,2706,61160837.61,14.56
2023,1,Grocery,29529.01,6.83,2016.83,27512.18,182282.7,175504,1.44,4.41,1.04,99.92,2.73,1,782,2786,76648929.63,12.92
2023,1,Fashion,1517.06,45.68,692.99,824.07,286640.17,78027,7.12,3.88,0.81,187.78,23.86,0,2088,4311,3552552.8,12.85
2023,1,Beauty,6471.84,26.56,1718.92,4752.92,208367.37,88738,2.15,2.81,1.08,302.42,12.27,0,2614,1072,5095129.49,11.39
2023,1,Grocery,6020.56,6.01,361.84,5658.72,354920.95,10574,4.32,4.72,1.13,487.41,10.45,0,4719,431,2438910.19,8.08
2023,1,Home,47819.81,49.73,23780.79,24039.02,110361.13,105748,2.62,2.55,1.14,124.54,14.34,1,630,1766,42452906.65,13.53
2023,1,Fashion,40553.1,56.42,22880.06,17673.04,435673.76,167746,1.64,3.07,0.84,243.14,17.47,0,3042,1689,29849766.22,15.98
2023,1,Electronics,20399.85,36.42,7429.63,12970.22,132218.08,111164,7.45,4.68,1.05,196.61,10.74,0,1493,7751,100532211.1,15.25
2023,1,Electronics,26951.03,57.02,15367.48,11583.55,340645.89,90422,4.48,3.03,0.98,422.65,8.84,0,904,2454,28426038.31,16.94
2023,1,Electronics,26779.53,32.05,8582.84,18196.69,205537.41,184847,5.01,4.62,1.19,261.81,21.92,0,296,8557,155709081.8,17.85
2023,1,Fashion,36234.32,35.94,13022.61,23211.71,32734.42,112539,2.03,4.74,0.88,54.92,12.47,0,1771,2165,50253342.17,11.99
2023,1,Grocery,6348.49,27.95,1774.4,4574.09,68157.66,164073,1.14,4.21,1.2,204.33,11.72,0,4496,1574,7199613.01,9.8
2023,1,Electronics,33446.57,9.76,3264.39,30182.18,172189.1,64436,7.27,4.31,1.02,314.63,23.98,1,1838,5047,152329486.5,10.68
2023,1,Grocery,30550.38,23.28,7112.13,23438.25,40467.05,129379,3.04,4.57,0.97,235.07,2.14,0,4650,3594,84237076.02,8.32
2023,1,Home,29677.34,52.67,15631.05,14046.29,218667.62,23849,5.03,4.12,0.87,242.72,11.56,0,1419,988,13877729.6,13.17
2023,1,Beauty,21915.21,46.42,10173.04,11742.17,46234.78,19934,7.62,4.55,0.83,132.67,9.81,0,605,1382,16227678.27,11.77
2023,1,Home,24853.79,35.37,8790.79,16063,242022.24,114084,2.42,3.67,1.03,192.01,18.16,0,4686,2026,32543647.07,17.57
2023,1,Grocery,8037.45,39.3,3158.72,4878.73,375206.67,104507,1.38,3.5,0.94,225.24,20.74,0,401,1009,4922640.74,10.29
2023,1,Grocery,15015.13,15.13,2271.79,12743.34,225433.21,61690,3.55,3.54,0.91,336.56,16.73,1,57,1938,24696594.53,12.48
2023,1,Grocery,7489.38,0.92,68.9,7420.48,494384.99,52588,1.74,2.66,1.04,299.32,23.9,1,1064,608,4511650.44,16.72
2023,1,Fashion,19965.02,25.55,5101.06,14863.96,331891.29,91404,5.89,3.8,0.98,256.59,15.05,0,505,4091,60808449.68,13.73
2023,1,Home,2386.45,23.31,556.28,1830.17,401572.02,80258,4.37,3.34,0.84,483.91,4.3,0,2062,2342,4286254.64,14.4
2023,1,Fashion,35045.71,16.2,5677.41,29368.3,283971.28,164616,3.53,2.51,1,82.09,24.23,0,2103,2917,85667345.63,5.89
2023,1,Grocery,1277.02,44.79,571.98,705.04,377496.74,93916,0.72,4.2,0.88,204.18,2.04,1,484,710,500580.35,22.1
2023,2,Fashion,35547.3,21.18,7528.92,28018.38,258778.56,145574,3.94,2.95,1.09,479.62,21.45,0,1073,3384,94814204.21,8.41
2023,2,Fashion,46590.91,24.56,11442.73,35148.18,179475.34,32152,4.04,3.7,0.94,335.28,5.42,0,1073,961,33777403.39,14.83
2023,2,Grocery,10453.19,33.95,3548.86,6904.33,402857.23,39368,2.74,4.74,0.97,56.76,15.8,1,3496,1278,8823736.29,14.48
2023,2,Grocery,29070.91,51.46,14959.89,14111.02,470415.93,139156,1.62,4.51,0.94,158.34,10.31,0,105,2033,28687703.08,13.87
2023,2,Grocery,30127.67,39.23,11819.08,18308.59,302681.22,112713,6.57,3.04,0.92,45.11,24.59,0,3641,4502,82425249.94,13.05
2023,2,Home,9725.61,29.53,2871.97,6853.64,221041.96,24652,0.62,4.09,0.9,242.79,16.79,0,1185,125,856704.67,2.41
2023,2,Fashion,36053.99,46.79,16869.66,19184.33,364736.58,43591,3.74,2.53,1.19,299.3,2.08,0,2623,824,15807886.34,14.97
2023,2,Grocery,35792.18,18.9,6764.72,29027.46,334213.33,62134,6.65,3.96,1.09,261.54,15.92,1,2282,4090,118722303.1,17.75
2023,2,Electronics,24221.34,57.34,13888.52,10332.82,287848.64,30854,4.09,4.87,1.1,451.19,10.21,1,1178,1536,15871217.12,19.53
2023,2,Fashion,30287.86,27.89,8447.28,21840.58,311507.92,53443,1.46,4.69,1.01,330.2,6.09,0,1158,731,15965460.94,4.72
2023,2,Electronics,49357.58,15.25,7527.03,41830.55,367936.38,100826,3,4.19,0.81,317.17,19.48,0,2944,2534,105998611.3,12.3
2023,2,Electronics,16405.83,11.65,1911.28,14494.55,157760.8,68275,5.83,4.6,0.95,302.71,11.09,1,1980,4577,66341559.03,11.55
2023,2,Electronics,13540.1,50.1,6783.59,6756.51,447204.11,86017,3.9,3.28,0.82,329.49,2.15,0,3300,2200,14864321.78,16.56
2023,2,Beauty,13120.57,1.85,242.73,12877.84,46192.76,117839,3.31,3.71,0.89,233.64,9.33,0,2754,2894,37268467.38,4.71
2023,2,Fashion,37133.56,52.06,19331.73,17801.83,340821.2,153499,7.46,4.92,0.85,98.23,12.95,1,2903,14084,250720954.9,22.14
2023,2,Home,11832.31,45.82,5421.56,6410.75,454784.5,66651,7.15,4.32,0.91,308.22,15.86,0,359,4117,26393039.46,14.11
2023,2,Beauty,22087.49,28.28,6246.34,15841.15,258491.41,15202,6.72,4.15,0.82,162.97,23.74,0,4300,847,13417452.21,14.5
2023,2,Beauty,38671.63,34.62,13388.12,25283.51,416626.9,76516,5.71,4.25,1.08,414.91,14.24,0,236,3713,93877678.92,8.87
2023,2,Beauty,21132.7,39.45,8336.85,12795.85,382305.12,30461,2.44,3.96,1,392.84,12.66,0,3583,588,7523959.71,15.19
2023,2,Beauty,28509.92,3.14,895.21,27614.71,396255.55,146084,3.42,4.16,1.01,169.43,5.69,0,3573,4156,114766728.6,11.55
2023,2,Home,32924.52,40.45,13317.97,19606.55,474696.4,140380,2.9,4.04,0.93,237.31,17.18,0,3710,3289,64485948.41,12.82
2023,2,Grocery,5832.37,55.3,3225.3,2607.07,390919.01,28446,6.83,2.77,0.83,118.02,22.19,0,4502,1076,2805206.66,15.76
2023,2,Beauty,6690.13,28.52,1908.03,4782.1,48697.71,67606,3.67,2.87,0.88,238.9,13.11,0,153,1424,6809717.41,3.82
2023,2,Home,20927.61,26.64,5575.12,15352.49,416413.79,194126,5.52,3.27,1.05,363.87,7.01,0,1910,7008,107590282.8,7.11
2023,2,Grocery,19415.8,26.96,5234.5,14181.3,273010.07,106021,4.54,3.97,0.82,79.35,8.16,0,670,3821,54186748.52,9.21
2023,2,Grocery,25437.15,28.61,7277.57,18159.58,97408.54,128767,0.63,2.83,1.18,260.69,5.25,0,2843,459,8335247.86,6.2
2023,2,Beauty,2285.64,6,137.14,2148.5,220128.17,85985,3.47,4.22,1,458.55,20.76,0,885,2518,5409927.03,5.53
2023,2,Beauty,3524.16,45.11,1589.75,1934.41,303408.15,112972,7.97,3.69,0.9,45.82,11.65,0,1702,6644,12852229.5,15.32
2023,2,Home,36077.6,55.02,19849.9,16227.7,106590.79,2119,7.27,4.47,0.94,459.56,12.19,1,845,172,2791165.17,18.74
2023,2,Beauty,5367.98,4.36,234.04,5133.94,258202.18,27207,3.1,3.2,1,182.97,6.39,0,132,539,2767191.54,8.1
2023,2,Fashion,48808.32,50.66,24726.29,24082.03,83506.01,69972,2.14,2.52,0.95,185.97,21.19,1,884,943,22709349.66,17.4
2023,2,Grocery,46900.68,47.34,22202.78,24697.9,33303.93,58487,5.2,3.49,1.02,436.13,2.39,1,3447,2653,65523523.63,1.67
2023,2,Grocery,28613.96,40.77,11665.91,16948.05,273760.22,115049,2.26,4.05,0.91,77.53,10.4,0,3439,2106,35692590.16,12.56
2023,2,Electronics,34410.23,34.88,12002.29,22407.94,382984.16,63546,5.49,3.08,1.09,404.69,15.33,0,4738,2149,48154666.88,13.69
2023,2,Fashion,2308.26,40.07,924.92,1383.34,21427.88,95535,1.39,3.65,0.8,268.42,3.6,1,2193,1211,1675225,9.79
2023,2,Home,47157.05,59.39,28006.57,19150.48,424773.81,81977,3.16,2.99,1.02,163.18,15.69,1,1153,1936,37075325.42,20.17
2023,2,Home,21550.51,35.24,7594.4,13956.11,446793.15,103793,6.75,4.12,1.07,127.55,18.1,0,2285,5772,80554668.51,17.62
2023,2,Home,9860.9,3.01,296.81,9564.09,45790.2,58942,4.48,3.95,0.82,330.85,8.89,0,2905,2086,19950685.29,2.16
2023,2,Grocery,34828.64,1.73,602.54,34226.1,235037.37,135346,7.84,3.65,0.82,283.45,4.8,0,2471,7746,265115405.7,8.43
2023,2,Electronics,27834.51,19.7,5483.4,22351.11,277093.71,77015,3.34,3.73,0.84,299.69,10.41,0,4434,1918,42869431.91,7.76
2023,3,Electronics,2926.3,36.92,1080.39,1845.91,243271.14,64004,2.84,3.09,1.07,64.03,16.96,0,4876,1123,2072956.97,10.4
2023,3,Electronics,27617.16,1.2,331.41,27285.75,182819.41,119778,5.88,4.98,0.89,298.24,23.99,1,1247,8768,239241491.8,14.13
2023,3,Grocery,26112.12,45.08,11771.34,14340.78,277760.52,80384,5.8,4.12,0.86,250.13,3.51,1,1322,4802,68864407.81,19.31
2023,3,Electronics,10502.22,53.48,5616.59,4885.63,173084.6,117193,7.65,2.67,1.12,302.06,11.65,0,4504,4787,23387523.95,14.93
2023,3,Grocery,11639.87,1.39,161.79,11478.08,443716.39,45656,2.88,4.81,0.94,134.8,5.1,0,3986,1264,14508287.82,11.84
2023,3,Grocery,13273.01,55.04,7305.46,5967.55,432614.04,110883,3.16,4.58,1.13,242.23,22.75,0,4739,3209,19149852.85,14.4
2023,3,Electronics,22449.25,23.23,5214.96,17234.29,309842.73,17285,7.73,2.69,0.91,247.64,5.5,1,2442,898,15476391.72,17.67
2023,3,Beauty,12213.97,45.78,5591.56,6622.41,84663.82,153587,5.96,3.64,0.86,201.66,7.46,0,1300,6663,44125148.04,8.5
2023,3,Grocery,40334.11,43.74,17642.14,22691.97,320465.89,85624,5.94,3.28,0.95,436.21,1.47,0,3600,3336,75700412.87,10.4
2023,3,Fashion,14127.76,55.67,7864.92,6262.84,371011.87,71600,5.69,3.64,0.89,140.99,10.62,0,1628,2965,18569308.76,13.09
2023,3,Home,7700.43,33.49,2578.87,5121.56,420614.13,2745,5.83,4.22,1.19,310.41,5.2,1,4043,168,860421.41,11.42
2023,3,Home,19276.33,37.16,7163.08,12113.25,324134.83,4879,5.19,4.61,0.87,52,3.17,1,1666,291,3524954.52,10.7
2023,3,Electronics,10418.32,45.43,4733.04,5685.28,490757.5,150723,6.57,3.17,0.82,71.09,24.66,1,1685,7847,44612370.38,23.53
2023,3,Fashion,32475.49,1.92,623.53,31851.96,117459.67,34724,6.73,2.83,1.19,405.72,3.83,0,4444,1322,42108291.9,7.55
2023,3,Home,38544.69,53.32,20552.03,17992.66,135093.07,109497,7.06,4.93,1.03,352.87,22.78,0,817,7622,137140064.4,7.84
2023,3,Fashion,44775.24,1.11,497.01,44278.23,222187.3,58956,2.62,3.52,1.02,53.97,20.8,0,4942,1087,48130441.27,9.06
2023,3,Beauty,46009.57,51.02,23474.08,22535.49,117250.93,46798,4.3,3.92,1.06,389.69,13.95,1,4128,1972,44439981.13,16.67
2023,3,Beauty,9557.6,38.92,3719.82,5837.78,192186.64,173420,3.24,4.02,1.16,166.29,7.38,0,1650,4517,26369261.66,10.67
2023,3,Fashion,24224.7,43.9,10634.64,13590.06,258580.95,182721,7.75,3.4,1.15,116.54,6.88,1,2203,12036,163569922.4,15.93
2023,3,Fashion,30804.14,51.32,15808.68,14995.46,69852.2,60046,4.52,3.27,1.02,136.84,16.69,0,4668,1775,26616933.25,6.8
2023,3,Beauty,17422.26,45.21,7876.6,9545.66,132271.76,23163,3.89,3.26,1.02,391.42,1.18,1,3367,734,7006511.69,14.54
2023,3,Fashion,3045.21,4.85,147.69,2897.52,394615.06,161251,3.86,4.62,0.83,142.56,7.18,1,3607,7189,20830251.98,13.06
2023,3,Home,48021.26,39.28,18862.75,29158.51,337961.13,185642,7.44,3.46,1.08,250.8,20.03,0,1560,9557,278667871.2,14.27
2023,3,Grocery,12260.74,31.73,3890.33,8370.41,36343.03,27657,3.06,4.3,0.81,372.57,22.71,1,4691,909,7608700.14,13.85
2023,3,Beauty,21923.48,29.15,6390.69,15532.79,89364.43,23499,7.69,4.99,1.02,253.13,12.36,0,4241,1803,28005612.4,9.59
2023,3,Home,26352.01,26.41,6959.57,19392.44,53344.83,97458,1.47,4.86,0.84,265.51,10.24,1,1508,1740,33742852.84,13
2023,3,Home,35566.63,13.86,4929.53,30637.1,404073.78,7122,4.27,4.66,0.99,302.5,9.49,1,383,354,10845531.66,18.31
2023,3,Grocery,20024.74,49,9812.12,10212.62,399976.03,106065,7.36,4.25,1.08,383.31,14.25,0,2841,6635,67760716.45,14.02
2023,3,Grocery,39296.58,24.21,9513.7,29782.88,231525.18,97159,7.59,3.91,1.08,319.43,14.87,0,4068,5766,171728074.4,12.74
2023,3,Fashion,32401.73,51.76,16771.14,15630.59,185120.79,95333,7.78,4.88,0.98,302.32,8.39,0,2250,7238,113134243.4,12.29
2023,3,Home,8095.1,35.39,2864.86,5230.24,422383.58,42603,5.38,2.56,0.92,211.37,8.6,0,3549,1173,6135076.34,11
2023,3,Electronics,25952.62,14.65,3802.06,22150.56,42444.12,36690,0.73,2.77,1.07,472.88,17.85,0,2390,148,3278283.05,9.7
2023,3,Grocery,39535.26,58.88,23278.36,16256.9,385952.07,113259,3.49,4.77,1.13,117.7,17.68,0,2569,3770,61288508.9,17.24
2023,3,Fashion,38815.39,55.53,21554.19,17261.2,368382.96,163352,4.78,3.85,0.82,161.3,23.93,0,828,6012,103774358.1,9.95
2023,3,Fashion,35304.57,10.96,3869.38,31435.19,264415.86,16921,6.3,4.55,0.87,214.74,6.47,1,4316,1212,38099449.22,10.85
2023,3,Grocery,46941.2,47.22,22165.63,24775.57,40590.21,87111,7,2.97,0.8,53.85,24.13,0,427,3622,89737097.73,16.6
2023,3,Grocery,4965.37,57.19,2839.7,2125.67,328813.31,85564,4.34,4.34,1.07,264.26,1.79,1,3078,4029,8564344.16,14.32
2023,3,Grocery,11302.91,19.73,2230.06,9072.85,477344.52,150018,2.02,3.51,1.12,493.17,24.33,1,1848,2659,24124697.13,12.28
2023,3,Fashion,4183.13,38.66,1617.2,2565.93,444599.79,95835,3.77,3.35,1.2,407.32,18.82,0,3891,2420,6209555.3,16.2
2023,3,Fashion,2885.84,59.1,1705.53,1180.31,216578.38,137659,5.49,2.84,1.12,383.32,5.24,0,4579,4292,5065884.34,9.63
2023,3,Beauty,40244.64,38.04,15309.06,24935.58,179811.43,193603,1.69,4.79,1.02,164.23,8.28,0,665,3134,78148104.41,9.25
2023,3,Grocery,17244.83,18.57,3202.36,14042.47,263437.14,118618,6.29,3.85,0.97,209.83,15.51,1,4605,7181,100838941.7,9.41
2023,3,Fashion,46669.04,54.18,25285.29,21383.75,185427.98,97500,4.58,3.46,1.17,99.58,16.65,1,4481,3862,82584058.44,19.65
2023,3,Grocery,46477.2,51.57,23968.29,22508.91,175800.18,101628,7.63,3.74,1.2,46.05,3.39,0,1888,5800,130551666.2,10.34
2023,3,Home,25318.16,55.83,14135.13,11183.03,54508.95,59308,0.83,4.36,0.81,105.17,17.34,1,4429,536,5994104.76,17.87
2023,3,Grocery,48999.74,33.97,16645.21,32354.53,71943.71,32076,5.68,4.41,0.98,21.04,23.88,1,3448,2008,64967892.87,14.85
2023,3,Fashion,30219.82,28.38,8576.38,21643.44,336937.13,125403,2.81,4.38,1,434.71,13.61,0,3999,3086,66791640.67,15.55
2023,3,Beauty,42358.41,6.09,2579.63,39778.78,124020.55,19007,7.01,4.32,1.05,80.42,6.31,0,495,1151,45785379.04,6.37
2023,3,Grocery,30625.14,45.84,14038.56,16586.58,349592.23,53693,4.95,3.91,0.94,25.56,24.23,0,954,2078,34466904.56,15.5
2023,3,Electronics,28340.67,28.19,7989.23,20351.44,347236.29,105531,0.7,3.85,0.87,316,9.75,0,2291,568,11559615.15,15.01
2023,3,Beauty,45131.83,53.47,24131.99,20999.84,393872.89,54214,7.29,3.33,0.96,148.2,8.96,0,904,2632,55271580.19,10.61
2023,3,Fashion,28988.14,30.05,8710.94,20277.2,11635.38,98081,0.52,2.55,0.93,66.64,3.94,0,4208,260,5272073.02,14.17
2023,3,Beauty,47465.8,40.96,19441.99,28023.81,79050.84,167923,4.86,2.7,1.1,129.74,6.76,0,1025,4406,123472899.5,14.43
2023,3,Electronics,37746.1,12.84,4846.6,32899.5,442061.47,16430,6.79,3.73,1.06,217.18,1.62,0,2945,832,27372384.63,13.4
2023,3,Home,27544.34,26.07,7180.81,20363.53,344777.85,53657,4.82,4.49,1.09,498.62,17.59,1,4640,2903,59115329.22,14.12
2023,3,Home,1180.22,45.73,539.71,640.51,409650.84,160860,1.6,3.52,0.88,470.46,6.3,0,1114,1811,1159955.27,19.2
2023,3,Grocery,34556.82,40.81,14102.64,20454.18,389144.23,7121,4.58,4.54,0.94,444.56,21.33,0,312,296,6054437.8,20.5
2023,3,Home,38768.98,43.27,16775.34,21993.64,328702.12,64056,6.24,2.73,0.81,371.31,19.27,0,4059,2182,47990127.62,10.92
2023,3,Electronics,20227.39,58.04,11739.98,8487.41,437584.08,52179,3.53,3.78,1.15,388.95,15.69,0,3784,1392,11814478.68,11.26
2023,3,Fashion,22219.38,44.12,9803.19,12416.19,216905.97,138575,0.62,4.88,1.03,218.21,17.94,0,567,838,10404766.84,9.27
2023,3,Grocery,11238.04,39.4,4427.79,6810.25,455191.17,114307,7.01,3.77,1.06,343.69,12.07,0,3690,6041,41140733.78,12.41
2023,4,Home,38744.96,6.79,2630.78,36114.18,147240.06,187185,3.86,4.83,0.93,240.42,22.64,0,1339,6979,252040842.8,-0.24
2023,4,Beauty,4632.68,53.72,2488.68,2144,90900.78,104870,5.21,3.25,0.92,57.81,10.18,0,3889,3551,7613359.28,8.47
2023,4,Beauty,9146.63,11.85,1083.88,8062.75,93459.53,7125,3.97,4.92,1.2,339.19,6.42,1,493,347,2797775.76,14.09
2023,4,Fashion,38212.09,15.21,5812.06,32400.03,158460.81,97996,4.38,3.96,0.92,30.99,23.84,0,315,3399,110127705.8,9.34
2023,4,Grocery,38607.91,57.04,22021.95,16585.96,88361.93,82118,4.54,4.82,1.15,178.08,16.11,1,3778,4492,74504123.95,16.67
2023,4,Home,41780.85,54.59,22808.17,18972.68,460838.65,24430,1.61,3.76,0.89,189.03,6.2,1,2704,369,7000920.39,20.94
2023,4,Grocery,11109.15,31.16,3461.61,7647.54,307320.51,125007,4.28,4.12,1.09,146.56,8.39,0,4586,4408,33710351.29,10.52
2023,4,Electronics,38607,22.56,8709.74,29897.26,97636.79,123659,2.7,3.97,1.04,279.03,8.42,0,3996,2651,79257638.38,-0.15
2023,4,Home,27706.43,0.71,196.72,27509.71,136544.46,64642,3.19,3.48,0.99,451.68,9.31,0,485,1435,39476440.09,5.64
2023,4,Electronics,43083.45,36.73,15824.55,27258.9,357563.2,90795,3.48,3.62,1.17,73.36,19.16,0,1537,2287,62341101.59,15.64
2023,4,Grocery,47329.66,25.9,12258.38,35071.28,465342.47,96343,1.61,4.45,0.8,442.62,19.14,1,2678,1725,60497954.65,11.62
2023,4,Home,14405.17,37.22,5361.6,9043.57,236160.77,44809,6,4.57,1.07,447.8,1.48,0,900,2457,22220040.99,13.12
2023,4,Fashion,12112.71,32.65,3954.8,8157.91,464281.92,152863,3.54,2.51,1.15,177.78,23.98,0,544,2716,22156884.06,10.24
2023,4,Fashion,20564.58,24.11,4958.12,15606.46,271435.11,96440,7.21,2.6,1.05,188.23,11.76,0,4102,3615,56417352.04,15.32
2023,4,Electronics,37366.43,21.26,7944.1,29422.33,265741.13,90938,7.51,3.45,0.99,351.52,11.06,0,228,4712,138638004.7,7.99
2023,4,Fashion,16115.55,59.56,9598.42,6517.13,262272.53,21734,2.71,3.18,0.92,273,14.22,0,2336,374,2437406.03,9.99
2023,4,Grocery,32185.45,33.89,10907.65,21277.8,39914.48,46812,4.18,4.96,1.14,143.62,6.24,0,1173,1941,41300211.73,11.1
2023,4,Home,29730.64,11.58,3442.81,26287.83,88441.73,156562,6.48,2.65,1.1,220.66,9.84,0,4098,5376,141323384.2,1.85
2023,4,Beauty,17330.19,43.64,7562.89,9767.3,117100.02,135158,1.35,2.95,0.88,208.15,8.53,1,4844,1345,13137011.89,17.95
2023,4,Electronics,27210.85,38.04,10351.01,16859.84,109930.85,4352,5.85,3.02,0.81,86.62,19.71,0,279,153,2579555.93,11.09
2023,4,Grocery,22883.98,57.54,13167.44,9716.54,497782.51,88091,5.19,4.99,0.87,193.15,10.34,0,1769,4562,44326845.94,10.6
2023,4,Fashion,42757.52,22.34,9552.03,33205.49,139373.03,135909,7.76,4.59,0.99,67.16,2.89,0,3873,9681,321462349,15.1
2023,4,Fashion,30363.82,34.5,10475.52,19888.3,481673.09,193537,3.83,3.38,1.02,95.31,5.47,0,3823,5010,99640393.52,13.86
